"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","dataw...2."
3,2,6,1,1,0,0,2,27.88,31.82,54,6.0032,127
4,2,11,4,1,6,0,1,10.66,13.635,87,7.0015,6
2,2,3,5,1,3,1,2,20.5,24.24,88,8.9981,39
4,2,10,5,1,0,0,2,18.04,21.97,54,8.9981,10
3,2,8,11,1,5,1,1,31.16,12.12,52,19.0012,303
3,1,7,20,2,1,0,2,31.16,34.85,55,7.0015,386
2,2,4,14,1,1,1,1,22.96,26.515,28,36.9974,218
2,1,3,3,1,0,0,3,8.2,9.85,69,15.0013,14
3,1,7,2,1,0,0,1,27.88,31.82,69,6.0032,96
3,1,8,10,1,2,1,1,28.7,31.82,37,0,148
3,2,7,14,1,1,1,2,30.34,34.09,55,16.9979,242
3,2,9,22,1,3,1,1,29.52,34.85,79,0,219
3,2,8,12,1,6,0,3,29.52,33.335,54,26.0027,584
1,1,2,15,1,5,1,1,18.86,22.725,41,54.002,55
1,1,12,4,1,3,1,2,14.76,18.94,71,0,2
4,2,9,6,1,0,0,1,18.04,21.97,62,16.9979,16
3,1,7,18,1,1,1,1,33.62,38.635,49,23.9994,558
3,2,8,9,1,2,1,2,28.7,33.335,79,11.0014,395
3,1,7,18,1,2,1,1,34.44,37.12,39,26.0027,546
4,1,10,22,1,2,1,1,18.86,22.725,67,12.998,170
1,1,3,3,1,0,0,1,11.48,13.635,56,16.9979,12
1,2,3,13,1,2,1,1,24.6,30.305,60,26.0027,233
1,2,3,21,1,6,0,1,18.86,22.725,19,22.0028,154
4,2,10,0,1,1,1,3,18.04,21.97,88,23.9994,22
1,1,12,11,1,6,0,1,17.22,21.21,71,11.0014,217
1,1,2,20,1,6,0,1,10.66,12.88,41,15.0013,40
3,1,7,0,1,1,1,1,28.7,33.335,74,8.9981,51
3,1,6,21,1,2,1,1,30.34,34.85,66,19.0012,195
3,2,8,15,1,2,1,1,31.16,33.335,37,0,302
1,2,1,13,1,3,1,3,13.12,17.425,76,0,65
2,1,4,6,1,0,0,1,14.76,15.91,66,30.0026,8
3,2,6,2,1,5,1,1,30.34,35.605,79,0,12
4,2,11,18,1,4,1,1,13.12,15.91,49,11.0014,537
2,2,3,7,1,4,1,1,18.86,22.725,51,23.9994,367
4,2,12,7,1,3,1,1,10.66,13.635,75,8.9981,363
2,2,5,12,1,6,0,1,29.52,33.335,58,7.0015,550
3,1,8,17,1,6,0,3,30.34,35.605,79,11.0014,149
1,2,2,10,2,1,0,1,9.02,9.85,55,30.0026,143
1,2,12,23,1,3,1,3,10.66,11.365,87,19.9995,10
4,2,12,22,1,2,1,1,13.94,16.665,49,0,132
4,1,11,9,1,6,0,1,13.94,17.425,76,6.0032,83
1,1,3,21,1,4,1,3,14.76,17.425,0,15.0013,28
4,2,11,23,1,2,1,1,12.3,14.395,56,15.0013,205
4,2,12,12,1,2,1,3,19.68,23.485,48,16.9979,313
4,2,11,20,1,4,1,2,15.58,19.695,54,16.9979,296
3,2,8,13,1,2,1,2,32.8,37.12,52,12.998,253
1,2,3,14,1,4,1,2,29.52,32.575,30,7.0015,258
1,2,2,10,1,4,1,1,9.02,10.605,51,15.0013,97
3,1,8,18,1,0,0,1,29.52,34.85,79,16.9979,311
1,1,2,20,1,0,0,1,11.48,14.395,61,7.0015,26
3,1,7,6,2,1,0,1,26.24,28.79,89,11.0014,16
1,1,2,1,1,4,1,3,5.74,7.575,80,8.9981,7
1,1,1,4,1,6,0,3,7.38,9.85,55,11.0014,1
1,2,2,21,1,0,0,1,5.74,6.06,43,19.9995,36
4,1,11,7,1,6,0,1,9.84,11.365,60,16.9979,41
1,2,1,17,1,4,1,2,17.22,21.21,71,0,413
4,1,10,19,2,1,0,2,23.78,27.275,78,6.0032,336
3,1,9,8,2,1,0,2,27.06,30.305,78,12.998,101
3,1,6,2,1,4,1,1,29.52,34.85,74,15.0013,4
1,1,12,10,1,4,1,2,16.4,20.455,82,6.0032,141
3,2,8,8,1,2,1,2,28.7,32.575,70,11.0014,705
1,1,1,12,1,0,0,1,6.56,6.06,37,31.0009,116
3,1,8,10,1,6,0,2,30.34,34.85,70,19.0012,290
3,2,7,16,1,5,1,1,34.44,38.635,47,15.0013,499
3,1,7,10,1,3,1,3,28.7,33.335,79,6.0032,43
1,2,2,1,1,1,1,1,9.02,12.88,75,6.0032,6
4,2,10,6,1,3,1,1,12.3,15.15,81,11.0014,116
1,1,1,23,1,1,1,2,6.56,7.575,64,16.9979,24
3,1,7,17,1,5,1,1,33.62,34.85,21,12.998,461
4,1,10,2,1,2,1,2,21.32,25,94,8.9981,5
2,1,5,16,1,0,0,2,20.5,24.24,72,12.998,214
3,1,9,20,1,3,1,3,25.42,27.275,94,0,160
4,1,9,10,1,5,1,1,24.6,30.305,64,0,168
4,1,9,7,1,4,1,1,24.6,27.275,88,8.9981,283
4,1,12,9,1,5,1,1,10.66,14.395,81,6.0032,264
4,1,10,12,1,6,0,3,9.84,9.85,87,32.9975,50
3,2,8,0,1,1,1,1,25.42,28.79,83,0,32
2,2,4,20,1,0,0,1,26.24,31.06,50,15.0013,291
2,1,4,23,1,5,1,2,12.3,14.395,93,15.0013,35
4,1,10,10,1,1,1,2,16.4,20.455,66,7.0015,101
3,2,7,21,1,6,0,1,27.06,30.305,78,6.0032,300
3,1,6,17,1,3,1,1,33.62,35.605,26,27.9993,570
4,1,12,2,1,0,0,1,7.38,8.335,55,16.9979,52
2,1,6,2,1,1,1,1,23.78,27.275,88,7.0015,8
1,2,1,5,1,1,1,1,8.2,10.605,51,8.9981,26
4,1,11,4,1,3,1,3,21.32,25,88,23.9994,5
3,2,6,6,1,1,1,1,26.24,29.545,78,11.0014,158
4,2,11,13,1,5,1,1,17.22,21.21,38,12.998,278
4,1,11,7,1,6,0,1,10.66,13.635,87,7.0015,17
4,2,10,12,1,3,1,1,25.42,30.305,61,6.0032,316
3,1,7,14,1,0,0,1,35.26,40.91,50,19.0012,283
1,1,1,20,1,6,0,1,2.46,3.79,45,11.0014,45
2,2,5,17,1,1,1,3,22.96,26.515,88,16.9979,229
3,1,6,20,1,2,1,3,30.34,34.85,70,15.0013,326
3,1,8,12,1,1,1,1,36.9,40.15,33,16.9979,168
4,1,12,1,1,4,1,2,13.12,15.91,70,11.0014,20
4,1,10,4,1,0,0,1,18.04,21.97,88,0,14
3,1,7,12,1,3,1,2,30.34,34.85,66,6.0032,152
3,1,8,5,1,0,0,2,26.24,28.03,94,11.0014,10
2,2,5,7,1,3,1,2,22.96,26.515,94,12.998,418
2,2,4,17,1,3,1,2,17.22,21.21,77,12.998,488
1,1,1,10,1,5,1,3,7.38,10.605,86,7.0015,49
1,1,3,14,1,5,1,2,14.76,16.665,50,23.9994,89
4,1,10,1,1,0,0,1,9.02,10.605,87,16.9979,43
3,2,8,6,1,1,1,2,24.6,28.79,78,8.9981,161
3,2,8,11,1,3,1,2,32.8,37.12,52,0,239
1,2,1,2,1,1,1,1,9.84,10.605,48,23.9994,7
4,1,10,22,1,0,0,1,12.3,16.665,75,0,71
1,1,1,8,1,3,1,2,9.84,12.88,93,7.0015,197
2,1,4,21,2,5,0,2,16.4,20.455,76,19.9995,102
1,1,3,17,1,2,1,1,14.76,17.425,27,15.0013,248
1,1,2,0,1,2,1,2,6.56,9.09,64,7.0015,8
1,1,2,16,1,1,1,1,21.32,25,27,31.0009,118
3,2,8,3,1,0,0,2,25.42,30.305,61,11.0014,55
1,2,1,15,1,2,1,1,22.14,25.76,26,30.0026,177
2,1,5,5,1,6,0,2,20.5,24.24,82,7.0015,14
4,2,10,21,1,3,1,2,27.06,31.06,74,0,209
2,1,6,0,1,2,1,1,26.24,30.305,65,6.0032,20
1,1,2,15,2,1,0,2,12.3,13.635,70,30.0026,87
1,1,2,23,1,6,0,1,11.48,12.12,33,30.0026,29
4,2,10,14,1,5,1,2,24.6,30.305,64,8.9981,351
1,2,12,21,2,2,0,2,12.3,14.395,65,12.998,34
4,1,9,9,1,3,1,3,25.42,27.275,94,15.0013,155
3,2,6,18,1,2,1,1,29.52,32.575,28,23.9994,824
2,2,4,11,1,4,1,1,17.22,21.21,47,19.9995,224
3,2,8,17,1,3,1,2,32.8,37.88,55,19.0012,858
2,2,4,12,1,2,1,1,22.14,25.76,22,19.0012,259
4,2,10,2,1,4,1,1,17.22,21.21,50,8.9981,11
4,1,10,3,1,3,1,3,22.14,25.76,94,19.9995,2
2,1,6,21,1,1,1,1,26.24,30.305,73,11.0014,206
3,2,7,6,1,3,1,1,26.24,30.305,65,12.998,190
1,2,12,11,1,0,0,1,9.84,11.365,52,12.998,152
4,2,11,13,1,4,1,2,15.58,19.695,54,7.0015,217
3,1,9,17,1,3,1,1,31.16,34.85,52,19.0012,599
4,2,11,18,1,6,0,2,14.76,16.665,46,19.0012,297
1,2,1,4,1,4,1,3,14.76,17.425,93,12.998,2
3,2,6,8,1,2,1,1,22.96,26.515,49,22.0028,656
4,1,11,1,2,4,0,1,13.12,14.395,57,27.9993,24
2,2,5,10,1,2,1,1,25.42,29.545,78,16.9979,174
1,1,2,5,1,5,1,2,13.12,16.665,93,7.0015,6
1,2,1,6,2,1,0,1,10.66,11.365,41,26.0027,14
2,2,4,7,1,2,1,1,13.12,16.665,66,6.0032,341
2,1,5,16,1,0,0,1,26.24,30.305,69,16.9979,440
4,2,11,7,1,2,1,3,13.12,15.15,87,16.9979,107
4,1,11,13,1,3,1,3,18.86,22.725,94,8.9981,58
1,2,1,11,1,5,1,1,9.84,9.09,38,40.9973,114
2,2,4,20,1,6,0,1,20.5,24.24,20,15.0013,208
1,2,2,11,1,5,1,1,14.76,16.665,62,27.9993,142
2,1,4,4,1,5,1,1,13.94,15.91,53,19.0012,3
1,2,2,19,1,4,1,1,15.58,19.695,43,35.0008,327
1,2,1,14,1,4,1,2,16.4,20.455,71,7.0015,128
2,2,5,4,1,3,1,1,22.14,25.76,88,0,4
1,2,1,2,1,5,1,1,10.66,13.635,48,8.9981,11
4,2,10,22,1,3,1,1,18.86,22.725,88,16.9979,215
3,2,7,16,1,4,1,1,34.44,38.635,47,6.0032,358
4,2,12,23,1,5,1,1,11.48,15.15,75,6.0032,134
1,2,2,23,1,4,1,1,13.12,15.15,49,16.9979,61
1,1,12,15,1,4,1,2,19.68,23.485,59,0,214
3,1,6,4,1,2,1,2,24.6,27.275,88,7.0015,9
4,1,11,16,1,0,0,2,21.32,25,63,8.9981,306
3,2,6,6,1,6,0,1,26.24,28.79,83,6.0032,47
1,1,2,8,1,6,0,1,5.74,7.575,86,8.9981,30
4,1,10,14,1,4,1,1,23.78,27.275,43,6.0032,195
1,1,2,2,1,4,1,2,13.94,15.91,53,15.0013,6
1,2,3,17,1,6,0,1,20.5,24.24,23,22.0028,385
4,1,11,20,1,0,0,1,14.76,18.18,81,7.0015,116
2,1,3,1,1,2,1,1,9.84,10.605,32,19.9995,4
4,1,12,23,1,3,1,1,13.12,15.91,70,11.0014,51
4,2,12,11,1,0,0,2,14.76,17.425,87,8.9981,295
4,2,12,18,1,0,0,3,15.58,19.695,82,7.0015,107
1,1,2,21,1,5,1,1,8.2,10.605,59,8.9981,47
1,2,12,20,2,2,0,2,13.12,15.15,66,19.0012,40
3,2,8,20,1,4,1,1,31.98,37.88,66,0,427
2,1,3,23,1,5,1,2,10.66,12.12,38,19.0012,39
1,1,1,15,1,6,0,1,8.2,8.335,32,30.0026,74
3,2,8,0,1,4,1,1,26.24,29.545,78,0,60
1,2,2,10,1,0,0,2,10.66,12.12,65,19.0012,148
2,2,3,23,1,0,0,1,19.68,23.485,82,8.9981,65
4,1,11,18,2,5,0,1,13.94,15.91,39,16.9979,208
4,2,12,23,1,1,1,1,18.86,22.725,88,16.9979,84
4,1,10,7,1,1,1,2,15.58,19.695,94,7.0015,285
3,2,7,14,1,5,1,1,35.26,40.15,47,19.9995,326
4,2,12,1,1,2,1,1,17.22,21.21,82,7.0015,25
1,1,2,12,1,2,1,1,11.48,13.635,24,16.9979,71
3,1,7,23,1,4,1,1,29.52,34.09,66,0,129
3,1,7,15,1,2,1,1,36.08,40.91,44,12.998,158
4,1,9,2,1,5,1,2,24.6,25,100,7.0015,20
2,2,3,13,1,6,0,1,22.14,25.76,60,8.9981,638
3,1,9,13,1,6,0,2,21.32,25,68,12.998,349
3,2,8,18,1,3,1,1,30.34,33.335,51,15.0013,848
4,1,12,14,1,1,1,2,13.12,16.665,53,8.9981,111
1,1,2,11,1,2,1,1,6.56,11.365,64,0,50
4,2,10,21,1,4,1,1,25.42,30.305,69,0,321
1,1,2,9,1,3,1,1,4.92,6.82,39,11.0014,123
3,2,8,12,1,3,1,1,30.34,33.335,51,0,312
4,2,11,21,1,3,1,2,13.12,15.15,49,19.9995,126
1,2,1,20,1,1,1,1,12.3,15.15,39,11.0014,181
4,2,9,22,1,6,0,1,20.5,24.24,63,7.0015,221
4,1,12,0,1,3,1,1,10.66,15.15,75,0,22
1,2,2,0,1,3,1,1,12.3,14.395,56,15.0013,23
3,1,8,7,1,6,0,1,25.42,28.79,83,0,44
2,2,6,3,1,2,1,2,27.06,31.06,69,16.9979,12
1,1,1,23,1,5,1,1,2.46,2.275,38,22.0028,27
1,2,2,9,1,3,1,3,12.3,15.15,81,11.0014,38
2,1,5,2,1,0,0,1,25.42,28.03,88,7.0015,61
2,2,4,15,1,3,1,1,23.78,27.275,19,11.0014,229
2,2,6,18,1,2,1,1,32.8,37.88,55,11.0014,795
2,1,5,2,1,3,1,3,20.5,24.24,82,19.0012,4
3,2,9,2,1,6,0,1,23.78,27.275,78,7.0015,93
4,2,11,23,2,4,0,1,12.3,16.665,70,0,36
3,1,7,9,1,5,1,1,27.88,31.82,54,12.998,207
4,1,11,12,1,4,1,2,17.22,21.21,67,23.9994,167
4,1,10,1,1,0,0,1,18.86,22.725,88,0,78
1,2,3,5,1,1,1,1,13.94,16.665,61,12.998,16
1,2,2,9,1,6,0,1,9.84,12.12,81,8.9981,157
3,1,9,17,1,5,1,2,21.32,25,48,8.9981,566
2,1,5,21,1,0,0,1,27.88,31.82,83,11.0014,229
3,1,7,2,1,5,1,1,24.6,28.79,78,11.0014,38
3,1,7,7,1,4,1,1,25.42,31.06,53,16.9979,334
1,1,2,19,1,0,0,1,16.4,20.455,35,19.0012,61
2,2,6,8,1,6,0,1,22.14,25.76,64,11.0014,210
3,2,8,13,1,2,1,1,30.34,32.575,40,0,331
2,2,6,0,1,4,1,1,21.32,25,77,8.9981,59
2,1,3,5,1,1,1,1,13.12,15.15,81,19.9995,2
2,2,5,12,1,4,1,1,24.6,31.06,43,12.998,348
4,2,9,4,1,6,0,1,21.32,25,59,16.9979,14
2,1,4,9,1,1,1,2,22.96,26.515,83,19.0012,165
2,2,4,17,1,0,0,1,25.42,30.305,27,19.9995,522
1,1,12,9,1,4,1,2,15.58,19.695,87,6.0032,228
1,2,12,14,1,6,0,1,13.12,14.395,36,31.0009,161
1,2,1,5,1,4,1,1,4.92,6.06,55,16.9979,19
3,2,8,14,1,1,1,1,29.52,33.335,54,11.0014,275
3,1,9,23,1,6,0,2,25.42,28.03,88,0,139
1,2,2,4,1,4,1,1,16.4,20.455,76,15.0013,1
1,2,2,6,1,3,1,1,12.3,15.15,61,8.9981,95
4,1,12,21,1,6,0,1,9.02,10.605,44,15.0013,83
2,2,5,20,1,5,1,1,25.42,31.06,41,11.0014,337
4,2,9,15,1,4,1,2,31.16,34.09,45,0,296
4,1,11,15,1,2,1,1,23.78,27.275,46,7.0015,188
3,1,6,6,1,2,1,2,24.6,27.275,88,8.9981,115
1,2,3,20,1,0,0,1,11.48,13.635,38,16.9979,88
3,2,9,17,1,3,1,1,24.6,31.06,38,15.0013,886
1,2,2,10,1,5,1,1,11.48,12.88,56,19.0012,129
2,1,5,9,1,2,1,1,32.8,37.88,55,8.9981,175
4,1,11,19,1,6,0,2,13.94,16.665,71,8.9981,182
3,2,8,20,1,3,1,1,27.88,31.82,57,0,427
1,1,1,11,1,4,1,2,11.48,13.635,45,11.0014,68
3,2,8,19,1,4,1,1,31.16,34.09,40,7.0015,677
1,1,1,10,1,0,0,2,14.76,17.425,81,15.0013,53
2,1,5,0,1,6,0,1,23.78,27.275,88,8.9981,94
3,2,7,19,1,5,1,1,33.62,38.635,52,12.998,516
2,1,4,13,1,4,1,1,19.68,23.485,33,22.0028,177
1,1,1,17,1,1,1,1,9.84,11.365,30,15.0013,157
4,2,12,3,1,1,1,1,15.58,19.695,87,0,8
3,2,8,21,1,6,0,1,32.8,38.635,59,16.9979,289
4,2,10,1,1,2,1,2,22.14,25.76,77,7.0015,11
1,2,1,11,1,3,1,2,10.66,14.395,87,6.0032,99
4,1,10,13,1,4,1,2,20.5,24.24,88,11.0014,74
1,2,2,13,1,5,1,2,17.22,21.21,71,7.0015,183
1,2,1,3,1,6,0,3,5.74,9.09,93,6.0032,13
2,2,4,20,1,5,1,1,20.5,24.24,29,8.9981,286
4,1,9,7,1,3,1,3,24.6,25.76,94,11.0014,185
2,2,4,5,1,1,1,1,18.04,21.97,24,12.998,32
4,1,12,22,1,2,1,2,14.76,18.94,66,0,107
1,2,2,18,1,0,0,2,12.3,13.635,49,22.0028,167
2,2,5,8,1,4,1,1,21.32,25,55,30.0026,634
1,1,2,2,1,3,1,3,9.02,11.365,93,8.9981,4
2,2,6,7,1,5,1,1,22.96,26.515,83,11.0014,430
3,2,7,11,1,4,1,1,32.8,37.88,55,7.0015,216
1,2,12,4,1,4,1,2,9.84,10.605,87,22.0028,3
4,2,9,2,1,4,1,1,24.6,28.79,78,6.0032,16
2,2,4,4,1,6,0,1,14.76,18.18,71,7.0015,14
2,2,4,21,1,5,1,1,18.04,21.97,33,19.9995,208
2,2,5,22,1,3,1,1,27.06,31.06,69,7.0015,217
1,1,2,22,1,3,1,1,9.84,14.395,48,0,61
4,1,10,8,1,4,1,1,18.04,21.97,62,11.0014,457
4,1,11,13,1,1,1,1,22.14,25.76,49,6.0032,189
3,1,9,16,1,1,1,2,24.6,30.305,60,11.0014,263
1,1,3,1,1,2,1,1,12.3,15.15,62,6.0032,10
2,2,4,13,1,5,1,1,21.32,25,27,19.0012,358
2,1,5,13,1,5,1,3,24.6,31.06,56,19.0012,232
2,1,6,17,1,3,1,1,35.26,40.15,47,19.9995,486
4,2,10,15,1,3,1,2,29.52,34.09,62,11.0014,319
1,1,2,3,1,3,1,2,8.2,9.85,47,12.998,1
2,2,6,23,1,3,1,1,31.98,37.12,59,7.0015,123
2,2,5,9,1,2,1,2,22.96,26.515,68,23.9994,295
1,1,1,18,1,5,1,1,8.2,11.365,40,6.0032,123
2,2,5,17,1,4,1,1,24.6,31.06,31,26.0027,732
1,1,12,13,1,0,0,1,13.12,15.15,70,16.9979,79
4,1,12,5,1,2,1,3,18.86,22.725,88,15.0013,20
3,2,8,6,1,5,1,1,27.06,30.305,83,15.0013,163
4,2,10,21,1,6,0,2,21.32,25,72,15.0013,209
1,1,3,12,1,2,1,2,14.76,18.94,23,0,99
1,1,2,0,1,5,1,2,8.2,12.88,44,0,13
1,2,1,17,1,0,0,1,9.02,10.605,25,16.9979,146
1,1,1,9,1,1,1,1,6.56,6.82,43,26.0027,88
4,2,12,0,1,6,0,1,12.3,16.665,70,0,94
4,2,11,11,1,1,1,2,15.58,19.695,66,16.9979,197
1,2,12,22,1,5,1,1,10.66,11.365,44,19.9995,63
3,1,9,9,1,6,0,2,19.68,23.485,67,15.0013,177
3,1,7,10,1,3,1,1,31.16,36.365,70,0,110
3,2,6,14,1,3,1,1,32.8,34.09,24,23.9994,270
1,1,2,22,1,2,1,1,9.84,14.395,44,0,41
4,2,11,5,1,6,0,1,11.48,15.91,87,0,10
3,1,8,10,1,2,1,2,32.8,38.635,59,15.0013,144
4,1,11,5,1,1,1,2,18.04,21.97,100,0,20
4,2,10,0,1,4,1,1,18.86,22.725,88,12.998,57
2,1,5,22,1,2,1,1,21.32,25,55,7.0015,150
3,2,7,12,1,2,1,1,32.8,35.605,41,8.9981,272
4,1,10,18,1,3,1,3,22.14,25.76,94,8.9981,172
3,2,9,11,2,1,0,2,30.34,34.85,70,19.0012,459
3,2,8,12,1,4,1,1,34.44,37.88,44,8.9981,286
1,2,3,11,1,5,1,1,15.58,19.695,46,12.998,194
4,2,11,23,1,6,0,1,14.76,18.18,71,7.0015,146
3,2,7,6,1,6,0,3,23.78,27.275,88,16.9979,15
3,2,8,23,1,6,0,1,26.24,30.305,65,6.0032,235
4,2,11,0,1,6,0,1,13.94,16.665,53,11.0014,108
3,1,9,10,1,4,1,2,26.24,28.03,94,7.0015,65
4,2,11,14,1,0,0,1,16.4,20.455,40,12.998,509
4,1,10,19,1,4,1,2,18.04,21.97,67,31.0009,219
3,1,8,2,1,1,1,2,24.6,28.03,83,0,3
1,2,3,16,1,5,1,3,16.4,20.455,58,19.9995,50
3,2,8,20,1,2,1,1,26.24,30.305,73,0,358
2,2,5,21,1,6,0,1,26.24,31.06,50,0,259
4,1,12,8,1,6,0,1,10.66,13.635,65,8.9981,73
2,2,3,19,1,6,0,3,18.86,22.725,94,8.9981,133
4,2,11,12,1,2,1,1,13.94,15.91,61,19.0012,196
1,1,1,5,1,0,0,1,5.74,10.605,86,0,3
4,2,9,16,1,6,0,1,25.42,31.06,41,16.9979,722
3,1,9,1,1,3,1,1,22.14,25.76,94,0,17
1,2,3,8,1,6,0,1,9.02,10.605,44,19.9995,111
2,2,6,17,1,0,0,1,28.7,31.82,34,16.9979,578
4,1,10,11,1,1,1,2,16.4,20.455,71,15.0013,126
4,1,10,22,1,1,1,2,14.76,17.425,76,12.998,85
1,2,12,16,1,5,1,2,12.3,13.635,39,22.0028,281
1,1,3,9,1,3,1,2,13.12,16.665,93,8.9981,154
1,2,3,18,1,4,1,2,25.42,31.06,38,36.9974,590
2,2,5,9,1,1,1,2,20.5,24.24,82,15.0013,350
2,1,6,8,1,3,1,1,31.16,35.605,58,11.0014,481
1,2,1,10,1,1,1,1,9.02,10.605,41,19.0012,85
3,1,8,12,1,3,1,1,32.8,36.365,43,19.0012,189
3,1,8,1,1,3,1,2,31.98,35.605,52,11.0014,16
3,2,9,13,1,3,1,1,28.7,31.82,34,8.9981,323
4,2,12,0,1,0,0,2,16.4,20.455,87,8.9981,118
2,1,3,4,1,2,1,2,17.22,21.21,82,11.0014,1
1,2,1,7,1,1,1,2,9.02,12.12,60,7.0015,240
1,2,3,22,1,1,1,2,22.96,26.515,73,11.0014,148
3,1,8,23,1,1,1,1,27.88,31.82,74,12.998,96
2,1,4,1,1,2,1,1,18.86,22.725,63,15.0013,7
3,1,8,21,1,4,1,1,28.7,32.575,48,6.0032,206
3,1,6,1,1,3,1,1,27.06,30.305,78,8.9981,21
3,1,7,19,1,4,1,1,29.52,32.575,39,15.0013,400
2,2,6,8,1,4,1,1,21.32,25,77,0,681
2,1,5,12,1,1,1,1,27.06,31.06,54,6.0032,209
4,2,11,18,1,2,1,1,13.94,15.91,49,19.0012,559
3,1,7,21,1,0,0,1,30.34,34.09,62,16.9979,227
1,1,12,10,2,1,0,1,13.94,14.395,42,35.0008,70
1,2,12,15,1,5,1,2,12.3,15.91,49,0,225
2,2,5,7,1,0,0,1,21.32,25,68,12.998,90
2,2,3,10,1,2,1,1,10.66,12.88,35,15.0013,138
4,1,11,3,1,3,1,1,13.12,15.91,70,11.0014,1
3,1,8,20,1,0,0,1,28.7,33.335,79,16.9979,181
2,2,5,17,1,0,0,1,29.52,32.575,45,22.0028,549
3,1,9,11,1,1,1,1,28.7,32.575,58,12.998,165
1,2,1,6,1,3,1,1,0.82,2.275,41,11.0014,59
4,1,10,16,1,0,0,1,21.32,25,55,12.998,405
1,1,1,17,1,6,0,1,4.92,9.85,28,0,67
3,2,8,9,1,6,0,2,27.88,31.82,69,19.0012,288
2,1,6,12,1,3,1,1,36.08,40.91,42,8.9981,149
3,1,8,13,1,6,0,2,32.8,38.635,59,22.0028,441
3,1,7,20,1,3,1,1,28.7,33.335,84,11.0014,342
1,1,1,9,1,3,1,1,6.56,6.82,59,22.0028,81
3,2,7,2,2,3,0,1,27.06,30.305,83,8.9981,93
4,1,9,3,1,4,1,2,24.6,25.76,94,12.998,8
3,1,6,4,1,3,1,1,26.24,28.79,83,0,11
2,2,5,10,1,0,0,1,24.6,30.305,60,16.9979,350
3,2,7,4,1,0,0,1,24.6,27.275,88,0,16
3,1,8,4,1,5,1,1,25.42,28.03,88,0,8
3,2,8,7,1,3,1,2,26.24,28.79,83,8.9981,487
4,1,10,4,1,2,1,2,18.04,21.97,94,7.0015,4
4,2,10,19,1,2,1,3,25.42,27.275,94,0,395
2,2,6,17,1,0,0,1,33.62,37.12,41,19.0012,521
4,2,11,8,1,3,1,1,11.48,12.88,56,19.9995,691
1,1,1,14,1,5,1,1,9.02,10.605,41,19.0012,64
2,2,4,16,1,0,0,1,29.52,32.575,39,23.9994,616
4,1,12,15,1,4,1,3,21.32,25,55,15.0013,82
2,1,4,7,1,3,1,3,14.76,17.425,100,15.0013,70
4,1,10,3,1,1,1,1,9.84,12.88,87,7.0015,3
3,2,7,8,1,0,0,1,34.44,40.15,53,8.9981,130
4,2,10,8,1,0,0,2,20.5,24.24,59,36.9974,173
3,2,8,13,1,0,0,1,36.08,40.91,44,31.0009,523
4,2,11,1,1,5,1,1,11.48,15.15,81,6.0032,13
2,1,6,7,1,0,0,2,24.6,29.545,73,16.9979,27
2,2,5,22,1,2,1,1,25.42,29.545,73,6.0032,174
3,2,7,21,1,6,0,1,28.7,33.335,84,15.0013,269
1,2,2,0,1,4,1,1,18.86,22.725,59,8.9981,31
2,1,6,7,1,2,1,1,22.96,26.515,52,27.9993,365
3,2,8,21,1,3,1,1,26.24,30.305,73,0,351
4,2,10,10,1,4,1,2,22.14,25.76,83,8.9981,225
2,1,5,0,1,4,1,1,26.24,30.305,73,8.9981,45
1,2,2,2,1,5,1,1,10.66,14.395,52,6.0032,16
2,1,3,20,1,4,1,1,11.48,12.88,61,19.0012,118
4,2,10,1,1,3,1,1,22.14,25.76,68,0,27
4,1,11,12,1,0,0,1,18.04,21.97,54,0,346
3,1,7,23,2,1,0,2,29.52,34.09,70,7.0015,138
3,2,7,20,1,0,0,1,34.44,37.12,39,8.9981,332
4,1,11,16,1,6,0,1,17.22,21.21,38,19.9995,287
2,2,4,21,1,3,1,1,13.94,15.15,57,26.0027,165
2,1,3,16,1,1,1,1,13.94,15.91,23,15.0013,132
3,2,8,9,1,5,1,2,30.34,34.85,66,7.0015,396
4,2,10,2,1,1,1,1,15.58,19.695,71,0,5
3,1,8,4,1,4,1,2,27.88,31.82,89,0,7
1,1,2,13,2,1,0,3,12.3,13.635,81,22.0028,103
3,2,7,4,1,6,0,3,23.78,27.275,88,19.0012,16
4,1,11,1,1,0,0,1,10.66,15.15,81,0,115
1,2,12,6,1,5,1,2,13.94,14.395,57,39.0007,80
4,1,11,18,1,3,1,1,18.04,21.97,67,7.0015,408
2,2,4,4,1,6,0,1,20.5,24.24,82,16.9979,9
1,1,3,9,1,6,0,1,17.22,21.21,44,31.0009,76
2,1,5,5,1,1,1,1,20.5,24.24,93,12.998,21
3,2,7,15,2,3,0,1,37.72,42.425,35,19.9995,454
1,1,12,15,1,3,1,2,19.68,23.485,88,26.0027,61
1,2,1,6,1,6,0,1,9.84,14.395,70,0,15
2,1,5,19,1,4,1,1,23.78,27.275,60,8.9981,410
2,1,4,3,1,4,1,1,14.76,17.425,66,12.998,3
4,1,10,6,1,5,1,1,11.48,13.635,65,16.9979,75
2,2,4,7,1,0,0,2,13.94,16.665,87,8.9981,27
4,1,10,14,1,6,0,2,17.22,21.21,71,23.9994,180
4,1,11,5,1,0,0,1,13.94,16.665,61,11.0014,5
4,2,12,10,1,0,0,2,12.3,16.665,87,0,293
